"","word","sentiment","n","date"
"865","doom","negative",1,2021-04-03
"866","downfall","negative",1,2021-04-03
"867","drag","negative",1,2021-04-03
"868","dragging","negative",1,2021-04-03
"869","drain","negative",1,2021-04-03
"870","drained","negative",1,2021-04-03
"871","drunk","negative",1,2021-04-03
"872","drunken","negative",1,2021-04-03
"873","easing","positive",1,2021-04-03
"874","effectively","positive",1,2021-04-03
"875","effectiveness","positive",1,2021-04-03
"876","egregious","negative",1,2021-04-03
"877","elegant","positive",1,2021-04-03
"878","elevate","positive",1,2021-04-03
"879","emergency","negative",1,2021-04-03
"880","empower","positive",1,2021-04-03
"881","empowerment","positive",1,2021-04-03
"882","endorse","positive",1,2021-04-03
"883","endorses","positive",1,2021-04-03
"884","energetic","positive",1,2021-04-03
"885","engaging","positive",1,2021-04-03
"886","enjoyed","positive",1,2021-04-03
"887","enlighten","positive",1,2021-04-03
"888","enlightenment","positive",1,2021-04-03
"889","error","negative",1,2021-04-03
"890","exceed","positive",1,2021-04-03
"891","exceeds","positive",1,2021-04-03
"892","excel","positive",1,2021-04-03
"893","excellence","positive",1,2021-04-03
"894","exceptionally","positive",1,2021-04-03
"895","exclusion","negative",1,2021-04-03
"896","excuses","negative",1,2021-04-03
"897","exhausted","negative",1,2021-04-03
"898","expel","negative",1,2021-04-03
"899","exploitation","negative",1,2021-04-03
"900","extremists","negative",1,2021-04-03
"901","false","negative",1,2021-04-03
"902","farfetched","negative",1,2021-04-03
"903","fascinating","positive",1,2021-04-03
"904","fashionably","positive",1,2021-04-03
"905","feign","negative",1,2021-04-03
"906","fiasco","negative",1,2021-04-03
"907","fiction","negative",1,2021-04-03
"908","figurehead","negative",1,2021-04-03
"909","flare","negative",1,2021-04-03
"910","flawless","positive",1,2021-04-03
"911","flexible","positive",1,2021-04-03
"912","flirt","negative",1,2021-04-03
"913","flourish","positive",1,2021-04-03
"914","flourishing","positive",1,2021-04-03
"915","foolish","negative",1,2021-04-03
"916","foolproof","positive",1,2021-04-03
"917","forbidden","negative",1,2021-04-03
"918","fortunately","positive",1,2021-04-03
"919","freaking","negative",1,2021-04-03
"920","freaks","negative",1,2021-04-03
"921","frenzy","negative",1,2021-04-03
"922","freshest","positive",1,2021-04-03
"923","friction","negative",1,2021-04-03
"924","frustrated","negative",1,2021-04-03
"925","frustrating","negative",1,2021-04-03
"926","ftw","positive",1,2021-04-03
"927","fudge","negative",1,2021-04-03
"928","funky","negative",1,2021-04-03
"929","futility","negative",1,2021-04-03
"930","gentle","positive",1,2021-04-03
"931","giddy","negative",1,2021-04-03
"932","gladly","positive",1,2021-04-03
"933","gleefully","positive",1,2021-04-03
"934","glitches","negative",1,2021-04-03
"935","gloom","negative",1,2021-04-03
"936","goodness","positive",1,2021-04-03
"937","gorgeous","positive",1,2021-04-03
"938","gossip","negative",1,2021-04-03
"939","gross","negative",1,2021-04-03
"940","guilty","negative",1,2021-04-03
"941","hale","positive",1,2021-04-03
"942","hang","negative",1,2021-04-03
"943","hangs","negative",1,2021-04-03
"944","harm","negative",1,2021-04-03
"945","harms","negative",1,2021-04-03
"946","hassle","negative",1,2021-04-03
"947","haste","negative",1,2021-04-03
"948","hater","negative",1,2021-04-03
"949","haters","negative",1,2021-04-03
"950","havoc","negative",1,2021-04-03
"951","hazard","negative",1,2021-04-03
"952","hefty","negative",1,2021-04-03
"953","hegemony","negative",1,2021-04-03
"954","heros","positive",1,2021-04-03
"955","hiss","negative",1,2021-04-03
"956","hoax","negative",1,2021-04-03
"957","hollow","negative",1,2021-04-03
"958","honor","positive",1,2021-04-03
"959","honored","positive",1,2021-04-03
"960","hopelessly","negative",1,2021-04-03
"961","horrifying","negative",1,2021-04-03
"962","humiliating","negative",1,2021-04-03
"963","humor","positive",1,2021-04-03
"964","humour","positive",1,2021-04-03
"965","hypocritical","negative",1,2021-04-03
"966","ideal","positive",1,2021-04-03
"967","ideally","positive",1,2021-04-03
"968","ignorance","negative",1,2021-04-03
"969","illuminati","positive",1,2021-04-03
"970","imbecile","negative",1,2021-04-03
"971","immaterial","negative",1,2021-04-03
"972","immature","negative",1,2021-04-03
"973","immense","positive",1,2021-04-03
"974","impatient","negative",1,2021-04-03
"975","impediment","negative",1,2021-04-03
"976","impending","negative",1,2021-04-03
"977","implode","negative",1,2021-04-03
"978","impose","negative",1,2021-04-03
"979","improved","positive",1,2021-04-03
"980","inactive","negative",1,2021-04-03
"981","incompetent","negative",1,2021-04-03
"982","indecisive","negative",1,2021-04-03
"983","inefficient","negative",1,2021-04-03
"984","inexperienced","negative",1,2021-04-03
"985","infected","negative",1,2021-04-03
"986","inflationary","negative",1,2021-04-03
"987","insanely","negative",1,2021-04-03
"988","insightful","positive",1,2021-04-03
"989","intense","negative",1,2021-04-03
"990","intimidation","negative",1,2021-04-03
"991","intriguing","positive",1,2021-04-03
"992","ire","negative",1,2021-04-03
"993","ironically","negative",1,2021-04-03
"994","irony","negative",1,2021-04-03
"995","irrational","negative",1,2021-04-03
"996","irresponsibly","negative",1,2021-04-03
"997","itch","negative",1,2021-04-03
"998","jealousy","negative",1,2021-04-03
"999","jerk","negative",1,2021-04-03
"1000","killed","negative",1,2021-04-03
"1001","kindness","positive",1,2021-04-03
"1002","knife","negative",1,2021-04-03
"1003","knowledgeable","positive",1,2021-04-03
"1004","lack","negative",1,2021-04-03
"1005","lacks","negative",1,2021-04-03
"1006","lame","negative",1,2021-04-03
"1007","laughable","negative",1,2021-04-03
"1008","lazy","negative",1,2021-04-03
"1009","leer","negative",1,2021-04-03
"1010","liability","negative",1,2021-04-03
"1011","liar","negative",1,2021-04-03
"1012","liberate","positive",1,2021-04-03
"1013","liking","positive",1,2021-04-03
"1014","limitations","negative",1,2021-04-03
"1015","logical","positive",1,2021-04-03
"1016","lonely","negative",1,2021-04-03
"1017","longing","negative",1,2021-04-03
"1018","loser","negative",1,2021-04-03
"1019","louder","negative",1,2021-04-03
"1020","lover","positive",1,2021-04-03
"1021","lucrative","positive",1,2021-04-03
"1022","lure","negative",1,2021-04-03
"1023","madman","negative",1,2021-04-03
"1024","magnificent","positive",1,2021-04-03
"1025","manic","negative",1,2021-04-03
"1026","manipulate","negative",1,2021-04-03
"1027","mar","negative",1,2021-04-03
"1028","marvels","positive",1,2021-04-03
"1029","mature","positive",1,2021-04-03
"1030","measly","negative",1,2021-04-03
"1031","mercy","positive",1,2021-04-03
"1032","mesmerizing","positive",1,2021-04-03
"1033","messing","negative",1,2021-04-03
"1034","mindlessly","negative",1,2021-04-03
"1035","misconceptions","negative",1,2021-04-03
"1036","misguided","negative",1,2021-04-03
"1037","misread","negative",1,2021-04-03
"1038","misses","negative",1,2021-04-03
"1039","mistaken","negative",1,2021-04-03
"1040","mocking","negative",1,2021-04-03
"1041","monumental","positive",1,2021-04-03
"1042","morons","negative",1,2021-04-03
"1043","mysterious","negative",1,2021-04-03
"1044","mysteriously","negative",1,2021-04-03
"1045","naive","negative",1,2021-04-03
"1046","narrower","negative",1,2021-04-03
"1047","nasty","negative",1,2021-04-03
"1048","negativity","negative",1,2021-04-03
"1049","negligence","negative",1,2021-04-03
"1050","nemesis","negative",1,2021-04-03
"1051","nervous","negative",1,2021-04-03
"1052","object","negative",1,2021-04-03
"1053","objections","negative",1,2021-04-03
"1054","oblique","negative",1,2021-04-03
"1055","obliterate","negative",1,2021-04-03
"1056","oblivious","negative",1,2021-04-03
"1057","obnoxiously","negative",1,2021-04-03
"1058","offensive","negative",1,2021-04-03
"1059","ominous","negative",1,2021-04-03
"1060","opponent","negative",1,2021-04-03
"1061","oppose","negative",1,2021-04-03
"1062","optimal","positive",1,2021-04-03
"1063","outlaw","negative",1,2021-04-03
"1064","outperforms","positive",1,2021-04-03
"1065","outrageous","negative",1,2021-04-03
"1066","overlook","negative",1,2021-04-03
"1067","overtaken","positive",1,2021-04-03
"1068","overwhelmed","negative",1,2021-04-03
"1069","overwhelming","negative",1,2021-04-03
"1070","pain","negative",1,2021-04-03
"1071","pale","negative",1,2021-04-03
"1072","pan","negative",1,2021-04-03
"1073","panicking","negative",1,2021-04-03
"1074","parody","negative",1,2021-04-03
"1075","passionate","positive",1,2021-04-03
"1076","pathetic","negative",1,2021-04-03
"1077","peacefully","positive",1,2021-04-03
"1078","penalty","negative",1,2021-04-03
"1079","perfection","positive",1,2021-04-03
"1080","perilous","negative",1,2021-04-03
"1081","perseverance","positive",1,2021-04-03
"1082","phony","negative",1,2021-04-03
"1083","pigs","negative",1,2021-04-03
"1084","pillage","negative",1,2021-04-03
"1085","pleasing","positive",1,2021-04-03
"1086","plot","negative",1,2021-04-03
"1087","plunder","negative",1,2021-04-03
"1088","pointless","negative",1,2021-04-03
"1089","poised","positive",1,2021-04-03
"1090","posh","positive",1,2021-04-03
"1091","praise","positive",1,2021-04-03
"1092","praising","positive",1,2021-04-03
"1093","prestigious","positive",1,2021-04-03
"1094","prick","negative",1,2021-04-03
"1095","primitive","negative",1,2021-04-03
"1096","privilege","positive",1,2021-04-03
"1097","prize","positive",1,2021-04-03
"1098","progressive","positive",1,2021-04-03
"1099","promoter","positive",1,2021-04-03
"1100","propaganda","negative",1,2021-04-03
"1101","prosper","positive",1,2021-04-03
"1102","prosperity","positive",1,2021-04-03
"1103","protest","negative",1,2021-04-03
"1104","protests","negative",1,2021-04-03
"1105","proves","positive",1,2021-04-03
"1106","proving","positive",1,2021-04-03
"1107","prudence","positive",1,2021-04-03
"1108","prudent","positive",1,2021-04-03
"1109","punitive","negative",1,2021-04-03
"1110","punk","negative",1,2021-04-03
"1111","quicker","positive",1,2021-04-03
"1112","quiet","positive",1,2021-04-03
"1113","racist","negative",1,2021-04-03
"1114","radical","negative",1,2021-04-03
"1115","radically","negative",1,2021-04-03
"1116","raging","negative",1,2021-04-03
"1117","reckless","negative",1,2021-04-03
"1118","recommendations","positive",1,2021-04-03
"1119","recovery","positive",1,2021-04-03
"1120","redeem","positive",1,2021-04-03
"1121","redemption","positive",1,2021-04-03
"1122","reformed","positive",1,2021-04-03
"1123","refresh","positive",1,2021-04-03
"1124","refreshing","positive",1,2021-04-03
"1125","refund","positive",1,2021-04-03
"1126","refused","negative",1,2021-04-03
"1127","regard","positive",1,2021-04-03
"1128","regrets","negative",1,2021-04-03
"1129","remarkably","positive",1,2021-04-03
"1130","remorse","negative",1,2021-04-03
"1131","repulse","negative",1,2021-04-03
"1132","reputable","positive",1,2021-04-03
"1133","reputation","positive",1,2021-04-03
"1134","resilient","positive",1,2021-04-03
"1135","respectable","positive",1,2021-04-03
"1136","respectful","positive",1,2021-04-03
"1137","responsibly","positive",1,2021-04-03
"1138","restored","positive",1,2021-04-03
"1139","retarded","negative",1,2021-04-03
"1140","retreated","negative",1,2021-04-03
"1141","revive","positive",1,2021-04-03
"1142","revolt","negative",1,2021-04-03
"1143","revolutionize","positive",1,2021-04-03
"1144","rewarding","positive",1,2021-04-03
"1145","richer","positive",1,2021-04-03
"1146","rightly","positive",1,2021-04-03
"1147","ripped","negative",1,2021-04-03
"1148","rival","negative",1,2021-04-03
"1149","roadblocks","negative",1,2021-04-03
"1150","robust","positive",1,2021-04-03
"1151","rough","negative",1,2021-04-03
"1152","rubbish","negative",1,2021-04-03
"1153","ruin","negative",1,2021-04-03
"1154","ruins","negative",1,2021-04-03
"1155","rumors","negative",1,2021-04-03
"1156","sadly","negative",1,2021-04-03
"1157","sarcasm","negative",1,2021-04-03
"1158","satisfied","positive",1,2021-04-03
"1159","savage","negative",1,2021-04-03
"1160","scandal","negative",1,2021-04-03
"1161","scars","negative",1,2021-04-03
"1162","scary","negative",1,2021-04-03
"1163","scrambling","negative",1,2021-04-03
"1164","scratch","negative",1,2021-04-03
"1165","scream","negative",1,2021-04-03
"1166","screwed","negative",1,2021-04-03
"1167","securely","positive",1,2021-04-03
"1168","selective","positive",1,2021-04-03
"1169","selfish","negative",1,2021-04-03
"1170","sensational","positive",1,2021-04-03
"1171","sensitive","positive",1,2021-04-03
"1172","seriousness","negative",1,2021-04-03
"1173","sever","negative",1,2021-04-03
"1174","shady","negative",1,2021-04-03
"1175","shallow","negative",1,2021-04-03
"1176","shame","negative",1,2021-04-03
"1177","sharp","positive",1,2021-04-03
"1178","sharper","positive",1,2021-04-03
"1179","shocking","negative",1,2021-04-03
"1180","shortage","negative",1,2021-04-03
"1181","showdown","negative",1,2021-04-03
"1182","silent","positive",1,2021-04-03
"1183","simplest","positive",1,2021-04-03
"1184","simplifies","positive",1,2021-04-03
"1185","simplify","positive",1,2021-04-03
"1186","simplistic","negative",1,2021-04-03
"1187","sincere","positive",1,2021-04-03
"1188","sinister","negative",1,2021-04-03
"1189","skeletons","negative",1,2021-04-03
"1190","skeptic","negative",1,2021-04-03
"1191","skepticism","negative",1,2021-04-03
"1192","skillful","positive",1,2021-04-03
"1193","slave","negative",1,2021-04-03
"1194","sloth","negative",1,2021-04-03
"1195","slower","negative",1,2021-04-03
"1196","slowest","negative",1,2021-04-03
"1197","smack","negative",1,2021-04-03
"1198","smarter","positive",1,2021-04-03
"1199","smiles","positive",1,2021-04-03
"1200","smoothly","positive",1,2021-04-03
"1201","snappy","positive",1,2021-04-03
"1202","sober","negative",1,2021-04-03
"1203","soundly","positive",1,2021-04-03
"1204","spacious","positive",1,2021-04-03
"1205","spank","negative",1,2021-04-03
"1206","spectacularly","positive",1,2021-04-03
"1207","spewing","negative",1,2021-04-03
"1208","spite","negative",1,2021-04-03
"1209","spoils","negative",1,2021-04-03
"1210","stab","negative",1,2021-04-03
"1211","stabilize","positive",1,2021-04-03
"1212","stampede","negative",1,2021-04-03
"1213","stark","negative",1,2021-04-03
"1214","sticky","negative",1,2021-04-03
"1215","stimulate","positive",1,2021-04-03
"1216","stressful","negative",1,2021-04-03
"1217","stricken","negative",1,2021-04-03
"1218","struggles","negative",1,2021-04-03
"1219","stupidity","negative",1,2021-04-03
"1220","subjected","negative",1,2021-04-03
"1221","succeeded","positive",1,2021-04-03
"1222","succeeding","positive",1,2021-04-03
"1223","succes","positive",1,2021-04-03
"1224","succumb","negative",1,2021-04-03
"1225","sucked","negative",1,2021-04-03
"1226","sucker","negative",1,2021-04-03
"1227","sue","negative",1,2021-04-03
"1228","suffer","negative",1,2021-04-03
"1229","superb","positive",1,2021-04-03
"1230","suppression","negative",1,2021-04-03
"1231","supremacy","positive",1,2021-04-03
"1232","surreal","positive",1,2021-04-03
"1233","swelling","negative",1,2021-04-03
"1234","swift","positive",1,2021-04-03
"1235","swindle","negative",1,2021-04-03
"1236","tank","negative",1,2021-04-03
"1237","tantrum","negative",1,2021-04-03
"1238","taxing","negative",1,2021-04-03
"1239","tempting","positive",1,2021-04-03
"1240","tender","positive",1,2021-04-03
"1241","tentatively","negative",1,2021-04-03
"1242","thankful","positive",1,2021-04-03
"1243","thirst","negative",1,2021-04-03
"1244","thrilled","positive",1,2021-04-03
"1245","thug","negative",1,2021-04-03
"1246","timely","positive",1,2021-04-03
"1247","tingle","positive",1,2021-04-03
"1248","torture","negative",1,2021-04-03
"1249","totalitarian","negative",1,2021-04-03
"1250","troubles","negative",1,2021-04-03
"1251","truthfully","positive",1,2021-04-03
"1252","tumble","negative",1,2021-04-03
"1253","twist","negative",1,2021-04-03
"1254","twisted","negative",1,2021-04-03
"1255","tyrannical","negative",1,2021-04-03
"1256","tyranny","negative",1,2021-04-03
"1257","unaffordable","negative",1,2021-04-03
"1258","undefined","negative",1,2021-04-03
"1259","undesirable","negative",1,2021-04-03
"1260","unexpected","negative",1,2021-04-03
"1261","unforgettable","positive",1,2021-04-03
"1262","unimaginable","negative",1,2021-04-03
"1263","uninformed","negative",1,2021-04-03
"1264","unnatural","negative",1,2021-04-03
"1265","unpredictable","negative",1,2021-04-03
"1266","unravel","negative",1,2021-04-03
"1267","unreal","positive",1,2021-04-03
"1268","unstable","negative",1,2021-04-03
"1269","unsuspecting","negative",1,2021-04-03
"1270","unthinkable","negative",1,2021-04-03
"1271","unwise","negative",1,2021-04-03
"1272","upheld","positive",1,2021-04-03
"1273","uphold","positive",1,2021-04-03
"1274","vague","negative",1,2021-04-03
"1275","versatile","positive",1,2021-04-03
"1276","vex","negative",1,2021-04-03
"1277","victory","positive",1,2021-04-03
"1278","violent","negative",1,2021-04-03
"1279","viper","negative",1,2021-04-03
"1280","virtue","positive",1,2021-04-03
"1281","vouch","positive",1,2021-04-03
"1282","wary","negative",1,2021-04-03
"1283","wasted","negative",1,2021-04-03
"1284","weaken","negative",1,2021-04-03
"1285","weed","negative",1,2021-04-03
"1286","weep","negative",1,2021-04-03
"1287","whining","negative",1,2021-04-03
"1288","whoa","positive",1,2021-04-03
"1289","whores","negative",1,2021-04-03
"1290","wonders","positive",1,2021-04-03
"1291","wowed","positive",1,2021-04-03
"1292","wreck","negative",1,2021-04-03
"1293","zombie","negative",1,2021-04-03
